,Date,Description,Location,Reference,Link,SourceID,Ref2,Ref3,Country,City,Original_Location,ApproximateLatLons
2665,03/12/1972,"Mr. and Mrs. Dugué observed from 9:15 PM and for 3/4 of an hour a large, immobile sphere, so bright that Mrs. Dugué put on her sunglasses. Suddenly the ball began to move, swaying two or three times from right to left and left to right and then... it was a bit higher. There it stayed for 5 to 10 minutes, then it made the pendulum movement again and was even higher. And so on. Around 11 PM it suddenly disappeared.","FRANCE, Maubeuge ""Sous le Bois""","M. FIGUET/ J.L. RUCHON: ""Ovni, Premier dossier complet..."" éd. Alain Lefeuvre 1979, p. 374, 375","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2665,,,FRANCE,"MAUBEUGE ""SOUS LE BOIS""","FRANCE, Maubeuge ""Sous le Bois""","(46.2276, 2.2137)"
2666,03/17/1972,"(cf: March 3, 1972) Another driver had a similar encounter. He was driving in the opposite direction and saw, lying in the middle of the road, what looked like the corpse of an animal. He got out of his car with the intention of moving the corpse off the road. As he opened his door, he saw in the light of the headlights the creature moving, half running, half hopping, and jumping over the guardrail while turning its head towards the witness. The witness took his gun and fired, but missed. The description of the creature matched that given fifteen days earlier. This witness went to the police station to report it.","USA, Loveland (Ohio)",following 19 March 1972,From the files of Ron Schaffner,Overmeire_2666,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",,USA,LOVELAND (OHIO),"USA, Loveland (Ohio)","(37.0902, -95.7129)"
2667,03/18/1972,"At 7:15 PM, Edouard Sessière and his 17-year-old son Christian, in a car, were suddenly blinded near the ""Cantamin"" house in the Brochet district. The light came from an object stabilized at 35 m high. The light was so dazzling that Mr. Sessière had to stop abruptly. It looked like an electric arc as reflected by rotating mirrors. The object did not appear to be metallic, its diameter could be 10 m. After two minutes it pivoted into a horizontal position, started, stopped 100 m further on to take up its vertical position and disappeared at great speed describing a yellow-pink-red ""S"" in the direction of Charvieu. The ""S"" disappeared after a quarter of an hour. Physical effects on the watch and on the car.","FRANCE, Pont de Cheruy","M. FIGUET/ J.L. RUCHON: ""Ovni, Premier dossier complet..."" ed. Alain Lefeuvre 1979, p. 378","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2667,,,FRANCE,PONT DE CHERUY,"FRANCE, Pont de Cheruy","(46.2276, 2.2137)"
2668,03/19/1972,"(cf: March 17, 1972) The witness from the previous day saw the creature and fired at it. He emptied his service weapon on it. No one wants to talk about it anymore and the witness has moved to Florida.","USA, Loveland, Ohio",Source: Loveland Herald Cincinnati Suburban Press 7/18/85,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2668,,,USA,"LOVELAND, OHIO","USA, Loveland, Ohio","(37.0902, -95.7129)"
2669,04/13/1972,"Jacques Fortier was walking at 10:30 PM. ""Having reached the top of a small hill (...) I saw lights that went out in front of me. (...) I continued to walk with my head down and it was after a while, when I looked up, that I saw with astonishment a kind of ""machine"" in the shape of a spinning top, difficult to describe. I am sure I heard something moving inside. At the same time I realized that I was no longer able to move, I was like frozen in place. A whole panel of the half of the machine in front of me opened (noise) and out of it came an extremely strange object, a kind of double triangle (thickness) attached at the base and which stayed close to the ""machine"" at the level of a kind of raised hem that separated the machine in the middle. It was like a kind of transmitter device that transmitted this to me: ""Don't talk too much, for you too will no longer speak"". The voice was hard, hoarse, separating the words (I heard it in my head and maybe not elsewhere...) The speaking thing was spinning while staying close to the central bulge of the machine and the background noise seemed like a kind of buzzing: bzz... bzz..."" The witness's surprise came mainly from the fact that he was immobilized for half an hour while normally it only takes five minutes to go from the neighbor's house to his own. He arrived home at 11:35 PM. (...)","Canada, Val Senneville (Quebec)","Jean FERGUSON: ""Les Humanoïdes..."" - ed. Leméac, Ottawa, 1977, pp. 71 to 73","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2669,,,CANADA,VAL SENNEVILLE (QUEBEC),"Canada, Val Senneville (Quebec)","(56.1304, -106.3468)"
2670,04/01/1972,"During an excursion with 4 cars and a total of 15 adult people and two children, when they arrived at Huaypo around 8:00 pm, all 4 cars suddenly stopped. Worried, they started to examine the engines and then heard a buzzing coming from the north. It was an object of 10 to 15 m in diameter moving quickly in a straight oblique line towards the lake and slowly submerging into it. It was a silver-blue disc surrounded by an orange halo and when it submerged, the water of the lake turned orange at the point of impact. The engines of the cars could be restarted 2 to 3 minutes after this phenomenon. (April 1972)","PERU, Huaypo Lagoon","Inforespace n° 27 - 1976, p. 14, 15","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2670,,,PERU,HUAYPO LAGOON,"PERU, Huaypo Lagoon",
2671,04/01/1972,"Mr. X was driving and was 2 km from his home. It was around 10 pm. In a bend near a wood, he saw on the right a light seeming to come from a clearing near the road. When he got close, he was astonished to see a very large disc-shaped object with a dome on top, apparently resting on four legs. Panicked, the witness tried to drive away and noticed that the headlights were off and the car wouldn't start. He stayed there for 45 minutes. A progressive paralysis spread through his limbs and voice. At the end of his forced wait, in absolute silence, he saw a tiny, blackish figure, thin, 1m tall, jump out of the wood bordering the clearing, jump onto the edge of the disc, then jump again and disappear into the dome. Immediately the craft took off in a pendular ascent, stopping for a few seconds between 50 and 90 meters. Then, in a beam of light, it headed towards Marans, the marshes of Brie and St Michel to the north. Mr. X saw his headlights come back on but was still shocked. He was dazed, crying at the wheel of his car, unable to move. It was 10:50 pm, when Mr. G.'s (Mr. X's neighbor) magnetic detector went off, emitting a discontinuous sound. Mr. G., interested in UFOs, took his car and found Mr. X, half-unconscious. It was only the next day that he could tell his story and remember. However, he was left with partial amnesia, not remembering the events of 6 months ago. His memory returned several weeks later. There were numerous traces, including a cow in the meadow near the wood from which the humanoid had emerged: the farmer found it dead, marked with three neat holes in the middle of its forehead between the eyes.","FRANCE, Sainte Soulle","M. FIGUET/ J.L. RUCHON: ""Ovni, Premier dossier complet..."" ed. Alain Lefeuvre 1979, p. 384 to 386","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2671,,,FRANCE,SAINTE SOULLE,"FRANCE, Sainte Soulle","(46.2276, 2.2137)"
2672,05/01/1972,"While driving, the witness saw at around 10am a pale green ball the size of a coconut, motionless on the left side of the road, 50 cm from the ground, about twenty meters from the car. Suddenly, the ball started moving in a slightly ascending straight trajectory, heading straight towards the Peugeot, whose driver instinctively braked. Less than a second later, the ball exploded on the windshield at the driver's face level, with a muffled sound, leaving no trace.","BELGIUM, Basse-Wavre","Inforespace n° 23, p. 14,15","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2672,,,BELGIUM,BASSE-WAVRE,"BELGIUM, Basse-Wavre",
2673,05/26/1972,"Joe Anderson, Andy Dufrene, and Bob Ashmead, all three from High Level, were travelling together in a truck. One of them noticed an object with exhaust pipes above the trees. The object followed them for 80 km between High Level and Edmonton. The object split into several segments at one point, each going its own way and then reuniting again. Silent. The object maneuvered from left to right. The witnesses called their boss on the radio for him to look. He did so with his wife. Reported to the Police.","CANADA, Alberta","Canadian Ufo Report vol 2 no. 6 1973, pp. 23-25","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2673,,,CANADA,ALBERTA,"CANADA, Alberta","(56.1304, -106.3468)"
2674,05/01/1972,"In the morning, Ferret saw three ""dwarves"" of a stature of about 105 cm, in clothes resembling sacks, walking around and looking at the shop displays. They were extremely thin, their skin was chocolate brown and wrinkled. They had pointed ears and short hair.","AUSTRALIA, Grafton, New South Wales",QUFORB - Keith Basterfield,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2674,,,AUSTRALIA,"GRAFTON, NEW SOUTH WALES","AUSTRALIA, Grafton, New South Wales","(-25.2744, 133.7751)"
2675,05/01/1972,"Last launches of satellites by the Thor Agena rocket, which served for more than ten years.",USA,"""The War of the Satellites"" - Volume 3 - Pierre Kohler, ed. Famot 1982, p. 29","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2675,,,USA,WASHINGTON,USA,"(37.0902, -95.7129)"
2676,06/20/1972,"More than fifty witnesses saw appear at 9:35 in the morning, a gigantic saucer coming from the west. It was the size of a small truck. Its shape was perfectly oval and its color gray-blue emitted a slight luminescence. The sky was cloudy and the craft stood out against the clouds. It stayed for nearly twenty minutes oscillating slightly above the suburbs of Pag Ting. It was photographed. The military hunt intervened in order to intercept it, but as soon as the planes got close, it disappeared at a prodigious speed towards the north. According to the testimonies its speed probably exceeded mach 4.","CHINA, Pag-Ting (near Beijing)",Gilles Danjou - Nostra - 18.11.1972,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2676,,,CHINA,PAG-TING (NEAR BEIJING),"CHINA, Pag-Ting (near Beijing)","(35.8617, 104.1954)"
2677,06/20/1972,"A red fireball, one meter in diameter, changing color and becoming green, then white, was observed hovering above the trees of a farm. Bernie Smit fired several shots at the object, with no result. An hour later, the alerted police arrived and they then saw a black sphere fleeing behind the trees at their approach. They fired at the ball. It then became gray-white, frolicking above the trees, with a loud noise of air stirring. (Janet and Colin BORD: ""Modern Mysteries of the World"" - Guild Publishing London 1989, p. 350, 351, placing this on June 20th) June 26, 1972 - Port Beaufort, Farmer de Klerk was watering his cattle in a meadow. Suddenly he saw a plume of smoke in the clear and cloudless sky. The smoke quickly headed towards him and exploded into a roaring fireball. Terrified, de Klerk dropped his bucket and ran to fetch the boss, Bernie Smit. Mustering a group of workers, Smit returned to the scene to find the fireball hovering above the meadow. As the men climbed the fence, the fireball fled and rose up. (1972, June 20th or 26th)","SOUTH AFRICA, Fort Beaufort (Cape Town)","Internet, 1998","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2677,,,SOUTH AFRICA,FORT BEAUFORT (CAPE TOWN),"SOUTH AFRICA, Fort Beaufort (Cape Town)",
2678,06/22/1972,"Javier Bosque, preparing a degree in theology and philosophy, lies down on the bed to read ""Don Quixote"" and turns on the radio at the lowest volume. At a late hour of the night, he does not hear due to this a crackling of background noise: around two o'clock in the morning he is still reading. Suddenly it seems to him that the light increases in intensity. He puts down his book and looking towards the window he sees a strong luminosity through the slits of the slightly open window. His curiosity turns to fear when he realizes that the window is opening slowly, allowing passage to a luminous object that comes towards the center of the room. It moves slowly, two meters from the ground, without noise. The light hurts the eyes and Javier has taken refuge under the covers, eyes half-closed. The object rises, descends to 40 cm from the ground, stops. Since this thing is in his room the transistor emits strangely high-pitched whistles. He sticks out his arm from the covers and turns on the recorder. The device descends even lower, begins an exploration with a laser-like beam of 5 cm in diameter, from the radio to the recorder. Once this beam is completely retracted the device rises to 2 m, after a few seconds of immobility, flies towards the window and disappears. When no more whistling was audible he stopped the recorder and went to the window: deserted street and partially cloudy sky. The recording has been the subject of several studies. (1972, night of June 22nd to 23rd)","SPAIN, Logrono (Old Castille)","Michel BOUGARD: ""From S.V. to UFOs"" - SOBEPS 1976 - pp. 55 to 59","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2678,,,SPAIN,LOGRONO (OLD CASTILLE),"SPAIN, Logrono (Old Castille)","(40.4637, -3.7492)"
2679,06/23/1972,"Sergio Gugerman, 12 years old, ran back home around 1:30 pm, drawing attention to an object suspended at a certain height above a pine tree. The child said he had seen the object rise up from behind the cane and banana plantations, in the middle of a whirlwind of dust, leaves and grass. The spectacle made the horses and cows gallop. The witnesses ran towards the object and saw that it was round, dark underneath, and shiny on top. It looked like an enlarged bladder. It moved without making any noise. Before accelerating southwards, it dropped a rain of shiny paper leaves, which the children wanted to catch, but suddenly they rose towards the craft, as if sucked up by it. Traces. The day before, Sergio's father had heard a noise around 7 pm, which his wife thought was a branch falling, but they had not gone out to see.","BRAZIL, Apacurana (Parana)",STENDEK n° 10 p. 32-33,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2679,,,BRAZIL,APACURANA (PARANA),"BRAZIL, Apacurana (Parana)","(-14.235, -51.9253)"
2680,07/01/1972,"For their first remote sensing satellite Landsat 1, launched in July 1972, and built from the base structure of the Nimbus weather satellite series, the Americans chose a ground resolution of 80 meters. It was kept for Landsat 2 then lowered for Landsat 3 to 40 meters and to 30 meters for Landsat 4, launched during the summer of 1982.",USA,"""The War of the Satellites"" - Volume 3 - Pierre Kohler, ed. Famot 1982, p. 57","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2680,,,USA,WASHINGTON,USA,"(37.0902, -95.7129)"
2681,07/15/1972,"Severino Porchietto driving a 1968 Ford Falcon and his passenger Attilio Brunelli, both in their fifties, were surprised at 3:10 AM by a bright flash of light illuminating the area as if it were broad daylight. A few moments later they saw to the left of the road, 50 meters away, a row of rectangular lights which they took to be those of a stopped train: 2 meters high and 70 cm wide, separated by dark posts 50 cm wide, emitting an orange light. As they talked between themselves, they suddenly realized they were in a town they estimated to be Rio Primero, which they found strange since they should have gone through towns like Transito and Santiago Temple. They were back home at exactly 3:30 AM, having covered the 185 km in only one hour! The car had only consumed 12.5 liters of gasoline! Then the driver remembered, but two days later, that at a certain moment, after the flash, he had been surprised by the abnormal smoothness of the car's driving, as if it were swaying gently. There were physiological consequences.","ARGENTINA, Arroyito (between Balnearia and Cordoba)",Inforespace #11 - pp. 33-36 - 1973 - SOBEPS,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2681,,,ARGENTINA,ARROYITO (BETWEEN BALNEARIA AND CORDOBA),"ARGENTINA, Arroyito (between Balnearia and Cordoba)",
2682,07/25/1972,"Giordano Orioli was woken up around 1:15am by the barking of the dog, which was running frantically from the door of the house to the garden gate. He simply brought the dog in, which calmed down. Around 4:40am Lina Orioli, shortly after getting up, opened the window and immediately saw the object while it was still dark. She called her husband. They thought it was a broken down truck parked outside the road. Around 5:00am Giordano went out with the tractor intending to move this ""truck"". But.. it was a rectangular object 6 or 7m long and 1.50m high with a curved top part bringing the total height to 3.5m according to his estimation. On the wide side, in the curved part, there were two rows of four round, nickel or silver-colored portholes, about 40cm in diameter, and a tube or curved antenna coming out of the narrow side and pointing towards the ground. When he got to 6 or 7m from the craft, it suddenly began to rise making a noise like 3 or 4 gas bottles opened at the same time. Too stunned, the witness didn't even follow it with his eyes","ITALY, Bagnacavallo (Ravenne)","Notiziare UFO 46, July-August 1972 - CUN - Bologna","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2682,,,ITALY,BAGNACAVALLO (RAVENNE),"ITALY, Bagnacavallo (Ravenne)","(41.8719, 12.5674)"
2683,07/01/1972,"(note from vog: the name ""Goldfield"" must be a coincidence...) Silver dust was discovered in three Chinese pea fields, and this at the same time as perfectly circular craters.","USA, near Story City, Goldfield and Laurens","Jean FERGUSON: ""Les Humanoïdes..."" - ed. Leméac, Ottawa, 1977, p. 33","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2683,,,USA,"NEAR STORY CITY, GOLDFIELD AND LAURENS","USA, near Story City, Goldfield and Laurens","(37.0902, -95.7129)"
2684,08/09/1972,"At around 2:30 in the morning, the witness who was camping with her husband in the garden of a friend's couple was taking a breath of fresh air outside. She saw a very bright illuminated shape the size of a Fiat Isotta in the hills when she heard footsteps behind her, like those of a child. She turned around and saw at 3 or 4 meters a shape facing her. This shape was 1.20m tall, absolutely black. The body was parallelepiped-shaped. It seemed to her that the shape was made of wood 30 to 40 cm thick, topped with an ovoid shape in place of the head. Two white circles of 5 cm placed in place of the eyes were the only thing that stood out from this motionless mass, whose bottom was hidden in the tall grass. The witness felt a morbid impression as if the shape wanted to neutralize her, and she jumped into the tent to join her husband. He did not have the courage to come out and closed the tent from the inside.","FRANCE, St Jean du Gard","J.C. BOURRET: ""La nouvelle vague des S.V."" - France Empire 1975, p. 108 to 113","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2684,,,FRANCE,ST JEAN DU GARD,"FRANCE, St Jean du Gard","(46.2276, 2.2137)"
2685,08/16/1972,"A third generation of American spy satellites is born. They are propelled into orbit by an even more powerful rocket than the previous ones: the Titan III B. An important step is taken, as these are maneuverable satellites, capable of changing orbit.",USA,"""The War of the Satellites"" - Volume 3 - Pierre Kohler, ed. Famot 1982, p. 29","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2685,,,USA,WASHINGTON,USA,"(37.0902, -95.7129)"
2686,08/18/1972,"Two masons working on the construction of a house heard a buzzing sound. ""We looked towards the road and saw two beings approaching. They were tall, nearly 2 m. They wore silver faceted clothing. They seemed to float in the air and we saw neither nose nor mouth on them. They were getting closer to us, and when they were about 15 meters away we saw that they were green."" They flew away when a woman was coming towards us on the road.","MEXICO, Ixtapalapa","Janet and Colin BORD: ""Modern Mysteries of the World"" - Guild Publishing London 1989, p. 155","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2686,,,MEXICO,IXTAPALAPA,"MEXICO, Ixtapalapa",
2687,08/19/1972,"Appearance of a monster with a humanoid, silver and scaly body, with large ears and on the head sharp, pointed and razor-like. (1972, August 19th and 23rd)","CANADA, Thetitis Lake (British Columbia)","Janet and Colin BORD: ""Modern Mysteries of the World"" - Guild Publishing London 1989, p. 316","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2687,,,CANADA,THETITIS LAKE (BRITISH COLUMBIA),"CANADA, Thetitis Lake (British Columbia)","(56.1304, -106.3468)"
2688,09/15/1972,"03 hours. Three university students heard an irritating noise outside their residence. Going out to see, they saw a 3-meter-tall monkey facing the entrance door. There was a flash and the creature disappeared, seeming to enter the body of one of the students, who then felt very ill. Later there was another flash, the monkey came out of the student and was replaced by a whinnying horse. [note from vog: finally a refreshing story!]","AUSTRALIA, Armidale (NSW)",Bill Chalker.,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2688,,,AUSTRALIA,ARMIDALE (NSW),"AUSTRALIA, Armidale (NSW)","(-25.2744, 133.7751)"
2689,09/18/1972,"At around 1:30 AM, Mr. and Mrs. Mahaut were awoken by an unusual, very loud noise: a sort of hissing, and at the same time their bedroom was suddenly illuminated by an orange light. A few minutes later, the phenomenon repeated in reverse. Mrs. Mahaut jumped out of bed, opened the window, and saw in the bend 250 meters away an orange, elliptical light spread out on the ground. Everything was bathed in this light, which in fact represented a hemispherical volume of several meters in height. The phenomenon moved away to the west. The orange light was replaced by orange rays, which disappeared and a cyclamen sphere rose up.","FRANCE, Louvroil/Hautmont","M. FIGUET/ J.L. RUCHON: ""Ovni, Premier dossier complet..."" ed. Alain Lefeuvre 1979, p. 397","Continued on October 25, 1972",Overmeire_2689,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",,FRANCE,LOUVROIL/HAUTMONT,"FRANCE, Louvroil/Hautmont","(46.2276, 2.2137)"
2690,09/20/1972,"At 0:45 an UFO coming from St Damase swaying lightly stayed at the top of the hill for 10 minutes. 3 witnesses. Estimated width 45 m at least. The object looked like the planet Saturn, the hemisphere above the ring was gray aluminum pierced with oval portholes three times wider than high. Two of the witnesses decided to leave, the third had the idea of making headlights. To his great surprise the UFO then started up and in the blink of an eye dived towards the car, barely missing it before disappearing. Wanting to leave, the motorist found that the engine was stopped. He was trembling like a leaf and the next day he was still white as a sheet: he thought his last hour had come.","CANADA, Rougemont Mountain","Inforespace n° 11 - p. 31, 32 - 1973 - SOBEPS","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2690,,,CANADA,ROUGEMONT MOUNTAIN,"CANADA, Rougemont Mountain","(56.1304, -106.3468)"
2691,09/21/1972,"The scene of the observations was the IKA-RENAULT factory. At 05:40 Merlo headed towards the changing rooms (of which he was the guardian). At 01:40 he had closed the access doors and he had to open them for the maintenance personnel who would arrive around 06:00. He opened the first door and switched on the light, then opened the second door and placed soap and towels near the first sinks. At that moment he noticed that the light on his left was off and that a person was sitting on one of the small sinks. He was surprised. Immediately a second lamp burst with a sharp noise, while the one that was off lit up and he noticed at the same time that the seated figure had disappeared. Merlo quickly stepped back, but he could not find any trace of him. He checked everything up to the inside of the metal cabinets: there was nothing. He did not dare tell anyone about his experience for fear of being accused of negligence. In the evening, at 21:10, taking the bus to return to his night shift at the factory, sitting on the 3rd row he suddenly saw in the rearview mirror the face of the figure observed in the morning. After 3 minutes the image faded and he then saw the scenes inside the bus. Around 22:30 he started work, but disturbed by the events he had experienced, he decided to confide in Romero, head of the factory protection department. The whole affair was kept secret. The witness suffered for 3 days from an irritation of the eyes and there were strange incidents with the lights in the changing rooms and with the witness's watch.","ARGENTINA, Santa Isabel","Michel BOUGARD: ""From S.V. to UFOs"" - SOBEPS 1976 - p. 174 - 177","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2691,,,ARGENTINA,SANTA ISABEL,"ARGENTINA, Santa Isabel",
2692,09/22/1972,"A motorist was completely paralyzed by three entities wearing green, with a yellowish-gray skin appearance. They transported him into the bushes and there the witness saw an oval-shaped UFO. One of the entities told him that his name was Freddy Miller (this man, very attracted to UFOs, disappeared in 1959 during a boat expedition) and had been abducted by a UFO and taken to Venus to live. After a few minutes of this conversation, the entities entered their craft which flew away.","DOMINICAN REPUBLIC, Palenque (San Cristobal)","Janet and Colin BORD: ""Modern Mysteries of the World"" - Guild Publishing London 1989, p. 324","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2692,,,DOMINICAN REPUBLIC,PALENQUE (SAN CRISTOBAL),"DOMINICAN REPUBLIC, Palenque (San Cristobal)",
2693,09/27/1972,"Again at the IKA-RENAULT factory. Around 10:30 PM, the young Moreno deposited documents on the table in the Engineering Office, without turning on the lights, as per routine. Immediately the lights turned on and off, three times in a row. After that he heard a sound like a turbine, quite unusual for the area. He was scared and quickly got on his motorcycle to head towards the depot, 200 meters away. At 11:13 PM he made the return trip when he saw, quite far to his right, a kind of rainbow near the ground. Suddenly, at a distance of 100 meters to the right of the path and 10 meters from the sidewalk, a bluish-green figure was moving slowly. When he was 30 meters away from the being, it turned around. The exhaust pipe of Moreno's motorcycle produced a discharge, the machine was shaken, the engine slowed down. His motorcycle eventually stopped inexplicably, facing the being. It was 230 to 240 cm tall, athletic, angular face, whitish or light green, no hair, pointed ears, bright and round eyes. No eyelids, no eyelashes or eyebrows, straight mouth. This lasted about 30 seconds before the motorcycle started again towards the left, made a sudden jump before starting to obey the witness. The factory's stop work siren sounded, it was 11:30 PM but the witness's watch had stopped at 11:13 PM. He informed the guards of the events. The next day, around 10:30 PM, looking out the window he saw the same being outside, in a deserted corner. (1972, September 27th and 28th)","ARGENTINA, Santa Isabel.","Michel BOUGARD: ""Des S.V. aux OVNI"" - SOBEPS 1976 - p. 177 to 187","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2693,,,ARGENTINA,SANTA ISABEL.,"ARGENTINA, Santa Isabel.",
2694,09/28/1972,"At around 03:40, truck driver Rodriguez arrived at the IKA-Renault factory to unload some sheet metal. This he did. He was about to back up when he saw the air light up. Someone came from behind, walking along the right side of the truck. Through the window, Rodriguez saw the tall figure from the side, but not the head. When the figure arrived at the front right of the truck, the witness saw it through the windshield. The figure pivoted on itself and stared at Rodriguez, then made the same movement in reverse and continued walking. Its movements were those of a robot. As it moved away from the truck, the being crossed the road diagonally, heading left into an alley where it disappeared behind the metal frames placed there.","ARGENTINA, Santa Isabel","Inforespace n° 19, p. 36","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2694,,,ARGENTINA,SANTA ISABEL,"ARGENTINA, Santa Isabel",
2695,09/01/1972,"Mc Farlan, his wife and the 3 children were driving at night. Suddenly a bright object approached the car at an altitude of 10m. It was oblong and shiny ""the size of an oval dining table"": 1.20m to 1.50m long, 30cm thick. The driver accelerated, slowed down several times: the object remained above the roof of the car. At a crossroads Mc Farlan stopped and turned off the headlights. The object was still there. So they left, accompanied by the UFO. Arrived at the mother-in-law's house: the UFO was waiting for them 3m above the house of the latter, swaying slightly and turning in oscillation. It appeared solid through a halo of white light, but no details were visible. Five minutes later still rotating, it slowly moved away to the west. (September 1972)","CANADA, Beauséjour (Manitoba)",Canadian Ufo Report vol. 2 n° 6 - 1973 p. 23-35,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2695,,,CANADA,BEAUSÉJOUR (MANITOBA),"CANADA, Beauséjour (Manitoba)","(56.1304, -106.3468)"
2696,10/04/1972,"At around 3:15am, Gilberto Grégorio Coccioli, 50 years old, was taken to a laboratory by occupants of a UFO. They allegedly extracted blood from one of his fingers using a kind of instrument resembling a fat pencil. Then they took some of his sperm. After his experience, the witness noticed that his hand began to swell constantly.","ARGENTINA, Buenos Aires","Inforespace #41 of 1978, p. 9","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_2696,,,ARGENTINA,BUENOS AIRES,"ARGENTINA, Buenos Aires",
